16000,-2176,-13760
-12672,3840,-2752
-13632,4032,-2944
-14016,4160,-3008
-14272,4224,-3072
-14336,4288,-3136
-14464,4288,-3136
-14528,4288,-3072
-14528,4224,-3072
-14592,4288,-3072
-14592,4288,-3008
-14528,4288,-3008
-14528,4288,-3008
-14464,4352,-3072
-14400,4352,-3072
-14400,4288,-3072
-14400,4288,-3072
-14400,4352,-3136
-14528,4352,-3072
-14528,4352,-3072
-14592,4352,-3136
-14528,4416,-3136
-14528,4416,-3072
-14528,4352,-3136
-14528,4352,-3136
-14464,4352,-3136
-14464,4416,-3200
-14464,4416,-3200
-14464,4416,-3200
-14528,4352,-3200
-14528,4352,-3200
-14592,4352,-3264
-14592,4288,-3136
-14592,4288,-3072
-14592,4288,-3200
-14592,4288,-3136
-14592,4288,-3136
-14528,4288,-3072
-14592,4352,-3136
-14656,4416,-3072
-14592,4416,-3136
-14592,4352,-3136
-14592,4352,-3136
-14656,4416,-3072
-14592,4352,-3072
-14464,4288,-3136
-14528,4352,-3200
-14464,4352,-3200
-14464,4352,-3200
-14464,4352,-3136
-14528,4352,-3136
-14464,4416,-3136
-14464,4416,-3072
-14464,4416,-3072
-14528,4352,-3072
-14528,4352,-3136
-14592,4352,-3072
-14528,4352,-3072
-14528,4352,-3072
-14464,4352,-3072
-14464,4352,-3072
-14464,4288,-3008
-14528,4352,-3008
-14528,4288,-3072
-14464,4288,-3072
-14528,4288,-3008
-14592,4352,-3008
-14528,4352,-3008
-14528,4288,-3072
-14592,4288,-3136
-14528,4288,-3200
-14528,4288,-3200
-14528,4288,-3200
-14464,4288,-3136
-14528,4288,-3072
-14592,4224,-3136
-14592,4224,-3072
-14656,4224,-3136
-14592,4224,-3072
-14592,4224,-3136
-14464,4224,-3136
-14464,4224,-3072
-14464,4288,-3072
-14528,4288,-3008
-14528,4288,-3008
-14528,4288,-3072
-14464,4288,-3008
-14400,4288,-3008
-14464,4288,-3008
-14400,4352,-2944
-14400,4288,-2944
-14400,4288,-2944
-14464,4224,-3008
-14464,4224,-2944
-14400,4224,-2880
-14336,4224,-2816
-14400,4160,-2880
-14464,4160,-2816
-14592,4160,-2880
-14656,4160,-2816
-14656,4224,-2880
-14784,4160,-2880
-14784,4160,-2880
-14784,4160,-2880
-14784,4160,-2880
-14656,4160,-2944
-14784,4160,-2880
-14784,4160,-2880
-14848,4224,-3008
-14848,4224,-3072
-14784,4288,-3072
-14656,4352,-3136
-14656,4288,-3136
-14656,4224,-3200
-14592,4288,-3200
-14592,4288,-3200
-14464,4288,-3200
-14464,4288,-3200
-14464,4416,-2944
-14400,4352,-3136
-14464,4416,-3200
-14464,4544,-3200
-14464,4480,-3200
-14464,4544,-3136
-14400,4480,-3072
-14400,4480,-3008
