212169,187449,-14352,4864,-3232
212184,187450,-14352,4816,-3232
212192,187468,-14352,4832,-3184
212216,187464,-14368,4848,-3200
212192,187450,-14336,4848,-3216
212122,187407,-14352,4832,-3184
211947,187358,-14384,4816,-3168
211806,187279,-14400,4864,-3184
211702,187235,-14352,4816,-3216
211673,187223,-14352,4784,-3216
211676,187231,-14384,4784,-3200
211722,187247,-14336,4784,-3120
211779,187262,-14368,4752,-3120
211858,187294,-14368,4704,-3088
211902,187318,-14352,4704,-3152
211934,187350,-14304,4720,-3184
211932,187317,-14304,4752,-3120
211888,187300,-14256,4768,-3072
211850,187294,-14288,4752,-3040
211824,187275,-14368,4816,-3104
211799,187258,-14448,4896,-2896
211820,187251,-14400,5056,-3136
211853,187269,-14368,5072,-3056
211902,187294,-14368,5104,-3040
211963,187304,-14352,5072,-3056
211985,187307,-14368,4976,-3056
212027,187341,-14368,4928,-3056
212101,187365,-14336,4880,-3152
212125,187366,-14240,4880,-3216
212057,187344,-14128,4816,-3168
211949,187321,-14032,4752,-3088
211874,187286,-14016,4720,-3024
211819,187264,-14096,4768,-3040
211781,187243,-14128,4816,-3072
211739,187235,-14256,4928,-3168
211741,187219,-14224,5136,-3168
211765,187226,-14256,5280,-3072
211803,187226,-14336,5296,-3024
211791,187235,-14368,5264,-2992
211747,187208,-14384,5136,-2960
211636,187167,-14304,4976,-2944
211606,187151,-14288,4928,-2848
211585,187123,-14336,4864,-2848
211570,187113,-14448,4832,-2832
211533,187093,-14400,4704,-2816
211559,187082,-14336,4672,-2800
211597,187101,-14288,4672,-2704
211647,187122,-14304,4624,-2640
211654,187110,-14432,4560,-2688
211655,187105,-14544,4608,-2672
211638,187113,-14496,4672,-2656
211617,187086,-14464,4784,-2672
211558,187077,-14432,4832,-2752
211437,187019,-14400,4800,-2768
211262,186953,-14288,4768,-2672
211101,186873,-14256,4800,-2672
211027,186849,-14176,4848,-2768
211024,186829,-14192,4960,-2784
211009,186843,-14240,4912,-2704
211029,186816,-14208,4832,-2752
211016,186828,-14288,4864,-2656
211011,186802,-14416,4912,-2656
210971,186779,-14480,5024,-2656
210917,186761,-14592,5024,-2672
210854,186717,-14640,5136,-2544
210796,186700,-14688,5152,-2480
210764,186685,-14688,5136,-2512
210729,186653,-14672,5040,-2544
210755,186658,-14576,4976,-2544
210776,186659,-14448,4912,-2560
210821,186688,-14352,4784,-2528
210862,186713,-14304,4672,-2576
210902,186711,-14320,4656,-2640
210930,186735,-14384,4800,-2656
210953,186749,-14432,4832,-2672
210964,186743,-14416,4864,-2688
210959,186727,-14288,4784,-2672
210945,186705,-14320,4768,-2752
210794,186661,-14304,4800,-2736
210613,186577,-14304,4816,-2688
210468,186518,-14304,4768,-2672
210392,186483,-14400,4768,-2640
210382,186467,-14432,4736,-2656
210406,186468,-14560,4816,-2672
210430,186499,-14560,4848,-2704
210480,186501,-14528,4816,-2704
210520,186502,-14448,4784,-2688
210547,186517,-14480,4816,-2768
210569,186538,-14480,4784,-2752
210563,186520,-14432,4832,-2752
210532,186514,-14432,4848,-2768
210505,186490,-14480,4768,-2656
210486,186483,-14480,4688,-2640
210462,186477,-14416,4688,-2640
210468,186464,-14352,4608,-2640
210472,186464,-14368,4656,-2608
210499,186452,-14416,4704,-2608
210529,186477,-14432,4768,-2640
210524,186453,-14400,4816,-2624
210544,186479,-14464,4816,-2624
210542,186465,-14384,4848,-2640
210530,186464,-14384,4928,-2720
210551,186473,-14384,4944,-2704
210485,186426,-14384,4928,-2736
210328,186366,-14352,4864,-2736
210145,186278,-14400,4848,-2720
210058,186237,-14496,4752,-2592
209991,186200,-14592,4592,-2528
209966,186205,-14656,4528,-2544
209994,186220,-14624,4464,-2624
210054,186243,-14560,4416,-2688
210166,186299,-14416,4464,-2784
210262,186318,-14320,4496,-2768
210314,186346,-14272,4528,-2688
210293,186320,-14272,4608,-2656
210253,186300,-14384,4688,-2640
210200,186269,-14416,4736,-2672
210131,186245,-14464,4800,-2704
210095,186232,-14624,4912,-2704
210074,186227,-14768,4960,-2576
210038,186201,-14688,4912,-2464
210042,186191,-14608,4832,-2496
210097,186219,-14608,4752,-2608
210165,186250,-14560,4720,-2624
210187,186251,-14464,4800,-2576
210214,186274,-14448,4800,-2592
210244,186287,-14368,4688,-2544
210304,186295,-14320,4656,-2624
210304,186311,-14144,4768,-2752
210249,186270,-14112,4768,-2720
210088,186212,-14176,4672,-2624
209892,186127,-14272,4656,-2592
209730,186056,-14304,4752,-2640
209664,186016,-14320,4752,-2608
209667,186023,-14288,4848,-2560
209702,186032,-14256,4848,-2560
209762,186047,-14320,4928,-2576
209812,186061,-14288,4912,-2528
209821,186097,-14368,4880,-2368
209836,186079,-14400,4864,-2288
209796,186039,-14400,4848,-2272
209747,186025,-14432,4832,-2304
209755,186032,-14432,4800,-2336
209734,186009,-14496,4704,-2288
209713,186004,-14544,4640,-2304
209715,185997,-14592,4752,-2144
209718,186015,-14688,4784,-2176
209751,185994,-14544,4912,-2416
209785,186019,-14384,4768,-2448
209857,186055,-14288,4672,-2496
209937,186091,-14304,4688,-2512
209962,186095,-14448,4864,-2480
209925,186091,-14528,5008,-2480
209914,186065,-14592,5104,-2560
209854,186028,-14672,5184,-2576
209744,185993,-14688,5200,-2464
209563,185902,-14784,5248,-2464
209374,185832,-14912,5104,-2544
209269,185776,-15104,5024,-2576
209244,185782,-15024,4832,-2528
209297,185802,-14720,4784,-2448
209422,185844,-14368,4624,-2544
209571,185919,-14112,4496,-2560
209678,185947,-13936,4448,-2608
209758,185988,-13712,4416,-2480
209772,186009,-13728,4400,-2336
209718,185984,-13936,4528,-2384
209627,185935,-14176,4592,-2384
209511,185878,-14432,4656,-2272
209416,185836,-14592,4752,-2288
209341,185786,-14688,4720,-2144
209303,185765,-14800,4784,-1984
209274,185774,-14864,4928,-2000
209262,185757,-14928,5056,-1952
209239,185755,-14832,5120,-2048
209214,185714,-14768,5088,-2176
209254,185762,-14576,4992,-2240
209308,185772,-14368,5008,-2288
209375,185794,-14224,5072,-2368
209397,185821,-14080,5104,-2384
209334,185784,-13920,4992,-2496
209216,185731,-13920,4768,-2672
209120,185705,-14000,4688,-2704
209046,185683,-14144,4816,-2592
208968,185629,-14208,5040,-2496
208946,185622,-14544,5136,-2432
208928,185620,-14928,5104,-2352
208961,185637,-15264,4976,-2352
209001,185653,-15360,4816,-2448
209048,185675,-15184,4768,-2528
209158,185730,-14752,4688,-2544
209278,185762,-14144,4672,-2576
209388,185820,-13664,4624,-2544
209497,185861,-13488,4528,-2416
209581,185902,-13536,4496,-2336
209559,185896,-13792,4544,-2368
209499,185856,-14032,4688,-2544
209445,185839,-14128,4976,-2624
209434,185840,-14208,5104,-2528
209436,185828,-14160,5152,-2480
209432,185818,-14128,5200,-2432
209429,185812,-14176,5040,-2352
209424,185795,-14304,5024,-2272
209381,185791,-14416,5072,-2336
209337,185769,-14496,5200,-2432
209232,185714,-14608,5408,-2592
209023,185630,-14704,5680,-2592
208812,185530,-14832,5808,-2528
208642,185441,-14848,5712,-2432
208589,185426,-14928,5488,-2480
208626,185459,-14864,4944,-2208
208716,185501,-14736,4880,-2272
208817,185524,-14656,4832,-2304
208928,185580,-14544,4704,-2464
209014,185633,-14432,4624,-2496
209062,185666,-14480,4736,-2576
209085,185669,-14480,4832,-2624
209087,185683,-14416,4960,-2736
209081,185658,-14336,5088,-2800
209087,185666,-14384,5184,-2816
209079,185667,-14448,5168,-2800
209048,185651,-14432,5152,-2768
209082,185646,-14432,5104,-2752
209104,185665,-14384,5088,-2704
209102,185663,-14304,5168,-2736
209093,185667,-14208,5232,-2672
209113,185671,-14208,5232,-2624
209137,185668,-14176,5360,-2576
209154,185673,-14048,5408,-2528
209173,185672,-14000,5424,-2480
209187,185689,-14016,5408,-2432
209052,185614,-14080,5360,-2416
208845,185533,-14192,5344,-2272
208681,185442,-14240,5296,-2240
208567,185401,-14128,5216,-2128
208592,185380,-13808,5120,-2192
208655,185428,-13696,4928,-1984
208750,185465,-13744,4800,-1840
208812,185497,-13936,4720,-1840
208828,185523,-14192,4736,-2048
208830,185520,-14464,4832,-2256
208811,185486,-14720,5136,-2256
208712,185448,-14800,5296,-2160
208600,185396,-14816,5392,-2208
208535,185358,-14752,5344,-2272
208512,185334,-14672,5296,-2400
208499,185341,-14544,5376,-2560
208493,185311,-14496,5488,-2592
208450,185322,-14480,5536,-2592
208451,185325,-14224,5520,-2720
208510,185318,-14064,5408,-2672
208583,185354,-13952,5216,-2576
208647,185394,-13952,5152,-2592
208660,185400,-14096,5056,-2560
208683,185409,-14144,4976,-2432
208672,185408,-14240,4848,-2512
208576,185374,-14224,4848,-2592
208431,185298,-14224,4816,-2496
208254,185225,-14272,4880,-2336
208132,185150,-14448,4880,-2384
208087,185125,-14640,4928,-2432
208076,185113,-14752,5008,-2464
208123,185145,-14800,5072,-2560
208129,185164,-14848,5264,-2544
208187,185182,-14832,5248,-2432
208276,185206,-14560,5136,-2496
208386,185235,-14304,5024,-2512
208439,185289,-14032,5056,-2528
208483,185292,-13920,4944,-2496
208497,185301,-13952,4864,-2448
208434,185277,-14000,4800,-2320
208401,185267,-14256,4864,-2272
208288,185210,-14368,5136,-2432
208235,185187,-14480,5616,-2576
208233,185169,-14400,5600,-2464
208226,185154,-14256,5488,-2320
208246,185165,-14240,5312,-2240
208275,185164,-14352,5248,-2256
208288,185167,-14384,5264,-2256
208258,185176,-14400,5296,-2336
208257,185150,-14464,5360,-2304
208215,185130,-14400,5312,-2304
208077,185069,-14384,5072,-2256
207908,184987,-14320,5008,-2240
207791,184927,-14320,5056,-2176
207753,184882,-14384,5008,-2208
207723,184876,-14496,5088,-2368
207791,184912,-14544,5184,-2528
207856,184951,-14528,5168,-2384
207918,184989,-14512,4960,-2224
207990,185004,-14384,4784,-2224
208041,185026,-14320,4752,-2368
208118,185068,-14288,4832,-2512
208165,185080,-14160,5040,-2608
208152,185070,-14144,5184,-2608
208100,185058,-14176,5200,-2544
208077,185033,-14176,5216,-2544
208031,185010,-14208,5216,-2560
208027,185000,-14256,5296,-2560
208000,184972,-14288,5360,-2576
207993,184968,-14352,5360,-2496
207992,184964,-14368,5280,-2352
207976,184962,-14560,5200,-2176
207942,184938,-14640,5104,-2096
207922,184935,-14480,5008,-2192
207921,184912,-14368,5072,-2256
207866,184890,-14304,5120,-2256
207759,184828,-14256,5136,-2160
207600,184771,-14288,5152,-2144
207472,184701,-14352,5104,-2192
207424,184673,-14336,5152,-2256
207435,184672,-14464,5312,-2288
207470,184672,-14544,5456,-2288
207521,184678,-14592,5536,-2368
207585,184748,-14512,5440,-2272
207676,184763,-14416,5312,-2240
207712,184792,-14432,5120,-2288
207742,184805,-14416,5088,-2304
207728,184790,-14432,5088,-2400
207720,184778,-14432,5056,-2368
207718,184747,-14416,4992,-2288
207736,184752,-14384,4880,-2224
207761,184787,-14320,4736,-2256
207788,184779,-14368,4640,-2288
207832,184791,-14336,4624,-2336
207869,184815,-14432,4736,-2384
207877,184823,-14384,4864,-2448
207882,184821,-14560,4912,-2480
207868,184793,-14688,4960,-2480
207850,184789,-14608,4896,-2544
207808,184779,-14368,4960,-2560
207698,184696,-14256,4960,-2576
207492,184603,-14176,4960,-2576
207282,184509,-14192,4960,-2464
207145,184440,-14208,5008,-2368
207069,184409,-14272,5200,-2336
207026,184358,-14288,5424,-2176
207052,184386,-14176,5472,-1952
207121,184387,-14320,5296,-1872
207113,184405,-14464,5152,-1760
207082,184396,-14544,5040,-1728
207005,184348,-14480,5040,-1792
206946,184328,-14352,4960,-1680
206943,184310,-14240,4784,-1632
206956,184321,-14144,4720,-1712
207013,184336,-14128,4704,-1888
207111,184388,-13984,4800,-1952
207224,184442,-13952,4960,-2032
207342,184483,-13968,5008,-2080
207418,184522,-14080,5072,-2304
207432,184531,-14240,5184,-2448
207490,184542,-14544,5296,-2608
207467,184525,-14720,5472,-2752
207435,184507,-14784,5552,-2816
207391,184481,-14784,5648,-2816
207337,184458,-14768,5664,-2816
207246,184410,-14624,5488,-2800
207127,184339,-14576,5312,-2816
207031,184302,-14528,5264,-2752
207019,184284,-14560,5120,-2560
207042,184276,-14544,4992,-2400
207112,184302,-14496,4912,-2336
207171,184336,-14416,4864,-2208
207250,184358,-14432,4848,-2176
207323,184388,-14352,4864,-2128
207362,184399,-14304,4848,-2032
207363,184398,-14368,4880,-2016
207349,184385,-14400,4880,-1952
207307,184341,-14384,4880,-1872
207253,184311,-14352,4928,-1872
207246,184292,-14368,4992,-1840
207236,184283,-14480,5056,-1856
207240,184297,-14512,5088,-1792
207289,184306,-14528,5072,-1744
207307,184317,-14496,5040,-1872
207321,184318,-14480,5024,-1952
207365,184336,-14480,5056,-2080
207396,184328,-14464,5216,-2160
207435,184351,-14400,5248,-2192
207470,184361,-14352,5264,-2304
207449,184338,-14224,5248,-2480
207342,184300,-14176,5280,-2576
207224,184232,-14064,5424,-2592
207121,184180,-14112,5552,-2560
207065,184151,-14128,5616,-2528
207071,184149,-14208,5536,-2416
207072,184132,-14400,5536,-2432
207080,184143,-14528,5536,-2320
207081,184130,-14560,5456,-2240
207126,184137,-14512,5440,-2176
207160,184148,-14464,5328,-2144
207191,184151,-14416,5184,-2048
207184,184146,-14368,5088,-2112
207179,184146,-14304,5024,-2064
207156,184128,-14256,4992,-2112
207180,184128,-14304,5072,-2144
207184,184115,-14336,5088,-2096
207203,184124,-14304,5072,-2032
207208,184130,-14336,5056,-2016
207214,184103,-14432,4992,-2016
207220,184126,-14432,5088,-1904
207214,184105,-14352,5264,-2080
207200,184105,-14272,5184,-2112
207248,184108,-14320,5120,-2096
207266,184112,-14256,5088,-2064
207209,184094,-14256,5104,-2032
207123,184048,-14288,5120,-2096
207039,183992,-14272,5152,-2144
207009,183970,-14352,5216,-2176
207011,183963,-14448,5280,-2208
207032,183981,-14416,5312,-2224
207066,183986,-14432,5312,-2144
207103,184013,-14416,5328,-2192
207138,184007,-14384,5376,-2128
207161,184041,-14352,5312,-2128
207164,184029,-14352,5216,-2016
207120,183994,-14384,5200,-2096
207109,183975,-14384,5200,-2096
207059,183955,-14304,5248,-2096
207067,183943,-14256,5456,-2048
207058,183934,-14256,5472,-1984
207055,183928,-14336,5456,-1984
207038,183918,-14448,5472,-1984
207032,183911,-14544,5408,-1984
207025,183890,-14688,5328,-1968
207030,183902,-14768,5328,-1904
207035,183882,-14720,5280,-1920
207080,183901,-14608,5072,-2000
207112,183911,-14480,4928,-2016
207093,183909,-14400,4848,-1968
207060,183878,-14352,4848,-2016
207020,183870,-14336,4800,-2064
207024,183866,-14400,4784,-2128
207080,183869,-14512,4832,-2128
207123,183900,-14560,4880,-2144
207173,183918,-14624,4944,-2112
207231,183942,-14560,4912,-2144
207247,183960,-14448,4960,-2016
207304,183980,-14416,4912,-2112
207335,183968,-14368,4880,-2128
207374,183967,-14320,4880,-2128
207381,183982,-14336,4816,-2112
207375,183980,-14320,4816,-2064
207368,183981,-14384,4848,-2032
207376,183958,-14416,4848,-2000
207360,183946,-14384,4880,-1936
207355,183946,-14464,4912,-1904
207337,183942,-14416,5040,-1920
207341,183931,-14432,5040,-1952
207367,183932,-14496,5024,-1888
207381,183924,-14496,5024,-1936
207369,183928,-14528,5104,-2032
207315,183919,-14480,5248,-2096
207185,183851,-14448,5264,-2080
207067,183779,-14416,5264,-2048
206968,183715,-14400,5296,-2032
206931,183693,-14464,5296,-2016
206944,183678,-14544,5248,-1984
206954,183689,-14544,5248,-2000
206995,183697,-14560,5200,-1952
207052,183727,-14464,5232,-2000
207096,183767,-14464,5184,-1968
207124,183758,-14560,5152,-1888
207118,183757,-14544,5024,-1648
207114,183749,-14464,4912,-1664
207125,183729,-14336,4832,-1936
207142,183739,-14384,4912,-1872
207147,183727,-14464,4912,-1872
207128,183725,-14528,4816,-1936
207142,183719,-14496,4784,-1936
207131,183713,-14512,4848,-1952
207155,183727,-14496,4912,-1904
207149,183720,-14528,4912,-1872
207167,183724,-14544,4880,-1920
207178,183728,-14464,4832,-1968
207199,183726,-14480,4896,-1952
207188,183719,-14384,4816,-1984
207132,183696,-14384,4832,-2000
207043,183644,-14432,4800,-2064
207005,183630,-14512,4880,-2096
206977,183602,-14528,4976,-2144
206982,183602,-14528,4992,-2080
207009,183607,-14448,5040,-2128
207055,183615,-14400,4976,-2128
207114,183622,-14368,4928,-2144
207154,183659,-14432,4912,-2096
207180,183659,-14480,4912,-1984
207174,183659,-14544,4880,-1968
207156,183641,-14480,4800,-2016
207110,183622,-14480,4832,-1984
207079,183581,-14464,4880,-2048
207060,183579,-14512,4928,-2016
207065,183573,-14496,4928,-1936
207059,183583,-14512,4928,-1952
207093,183566,-14512,4912,-2000
207095,183574,-14576,4880,-1872
207107,183570,-14560,4912,-1824
207107,183563,-14528,4976,-1840
207132,183589,-14560,4928,-1920
207143,183566,-14528,4832,-1936
207076,183543,-14592,4752,-2016
207003,183496,-14720,4752,-1952
206927,183462,-14640,4896,-2096
206904,183444,-14544,4912,-2144
206893,183439,-14544,4880,-2112
206943,183438,-14496,4832,-2080
206968,183458,-14496,4800,-2176
206988,183487,-14448,4704,-2096
207016,183465,-14496,4688,-2096
207067,183482,-14496,4688,-2032
207047,183480,-14496,4736,-2032
207030,183466,-14512,4736,-1968
206983,183440,-14496,4800,-2000
206971,183421,-14528,4800,-2032
206949,183395,-14544,4816,-1936
206932,183383,-14528,4848,-1920
206927,183371,-14560,4864,-1872
206916,183355,-14576,4896,-1872
206926,183344,-14480,4896,-1856
206921,183369,-14512,4912,-1776
206935,183368,-14544,4880,-1792
206946,183341,-14496,4896,-1952
206925,183344,-14448,4896,-2032
206881,183310,-14400,4912,-1936
206788,183266,-14432,4928,-1920
206703,183224,-14448,4896,-1968
206650,183196,-14448,4864,-1920
206645,183186,-14384,4928,-2048
206644,183182,-14480,4944,-2128
206671,183178,-14496,4944,-2000
206701,183184,-14432,4944,-1984
206738,183209,-14448,4880,-2016
206792,183208,-14416,4848,-2032
206794,183217,-14416,4832,-2080
206781,183209,-14416,4832,-2112
206773,183197,-14416,4800,-2128
206751,183177,-14432,4864,-2048
206719,183151,-14480,4896,-1952
206699,183149,-14480,4992,-2032
206695,183138,-14512,5024,-1968
206678,183132,-14544,4944,-2032
206681,183116,-14512,4960,-2096
206689,183116,-14512,4944,-2064
206707,183122,-14512,4896,-2048
206741,183131,-14432,4832,-2080
206763,183120,-14448,4848,-2080
206754,183127,-14416,4896,-2064
206698,183096,-14448,4832,-2016
206598,183044,-14512,4848,-2048
206561,183026,-14528,4880,-2096
206529,183012,-14496,4944,-2160
206556,182996,-14512,4976,-2160
206580,183016,-14496,4928,-2112
206646,183036,-14512,4880,-2032
206682,183053,-14480,4832,-2096
206718,183052,-14480,4896,-2128
206740,183069,-14480,4848,-2176
206757,183064,-14496,4880,-2208
206727,183051,-14496,4896,-2144
206709,183038,-14544,4944,-2160
206679,183017,-14528,5008,-2144
206664,183023,-14512,5024,-2048
206675,183011,-14512,5024,-2064
206683,182992,-14496,5008,-2048
206689,183001,-14480,4960,-2096
206693,182993,-14528,4944,-2016
206738,183007,-14496,4848,-2096
206752,183013,-14448,4880,-2144
206783,183003,-14400,4880,-2096
206776,183006,-14384,4832,-2032
206720,182970,-14384,4800,-1968
206656,182943,-14432,4864,-1936
206593,182901,-14496,4896,-2000
206569,182870,-14528,4928,-1920
206582,182877,-14576,5008,-1936
206592,182902,-14608,5024,-2000
206646,182905,-14576,4976,-2048
206704,182936,-14480,4960,-2048
206749,182949,-14400,4896,-2032
206799,182979,-14464,4864,-1984
206819,182960,-14448,4768,-2048
206829,182962,-14400,4768,-2080
206812,182955,-14416,4768,-2048
206818,182942,-14496,4784,-2112
206822,182944,-14528,4832,-2176
206828,182932,-14528,4784,-2176
206855,182943,-14560,4832,-2176
206883,182932,-14576,4832,-2224
206907,182953,-14544,4816,-2240
206911,182960,-14592,4864,-2224
206927,182957,-14592,4896,-2192
206969,182956,-14480,4832,-2224
206962,182950,-14416,4880,-2224
206913,182945,-14416,4864,-2416
206855,182896,-14400,4912,-2288
206782,182871,-14464,4880,-2208
206761,182834,-14512,4896,-2176
206763,182848,-14560,4896,-2112
206770,182827,-14496,4896,-2176
206824,182844,-14480,4864,-2128
206884,182886,-14432,4816,-2016
206930,182890,-14448,4816,-2016
206957,182900,-14416,4832,-2000
206958,182911,-14400,4928,-2048
206929,182874,-14432,4912,-1984
206918,182872,-14480,4880,-2000
206894,182850,-14560,4896,-2000
206902,182853,-14480,4848,-2016
206920,182853,-14464,4848,-1984
206945,182864,-14496,4816,-2064
206988,182852,-14480,4832,-2064
207008,182868,-14496,4736,-2016
207005,182866,-14528,4768,-2048
207017,182870,-14528,4688,-2064
207040,182848,-14512,4720,-2112
207051,182848,-14400,4736,-2112
206993,182841,-14384,4752,-2128
206913,182811,-14448,4816,-2128
206860,182771,-14480,4832,-2064
206840,182737,-14544,4848,-2128
206826,182745,-14560,4896,-2096
206827,182758,-14656,4992,-2064
206858,182746,-14640,4992,-2112
206908,182761,-14656,4960,-2160
206956,182771,-14592,4912,-2240
206992,182792,-14608,4896,-2256
207031,182794,-14544,4864,-2288
207021,182801,-14448,4800,-2288
207015,182788,-14432,4784,-2368
207002,182771,-14416,4752,-2224
206972,182754,-14464,4800,-2256
206980,182744,-14512,4784,-2144
206988,182732,-14480,4816,-2208
206991,182765,-14560,4816,-2160
207028,182737,-14512,4768,-2096
207017,182739,-14544,4832,-2064
207008,182733,-14496,4832,-2128
207006,182729,-14384,4960,-2096
206972,182691,-14368,4960,-2048
206895,182664,-14384,4912,-2064
206797,182604,-14432,4912,-2032
206720,182581,-14528,4992,-2096
206692,182540,-14528,5040,-2064
206707,182536,-14544,5008,-2080
206740,182540,-14496,5024,-2144
206806,182578,-14416,5008,-2080
206875,182610,-14336,5040,-2128
206912,182630,-14272,5008,-2224
206934,182623,-14304,5008,-2224
206944,182618,-14352,5024,-2192
206914,182619,-14352,5056,-2224
206892,182593,-14432,5056,-2176
206862,182584,-14448,5056,-2096
206845,182558,-14448,4992,-2144
206827,182541,-14448,5040,-2176
206847,182540,-14416,5056,-2208
206872,182551,-14464,5024,-2208
206882,182553,-14496,5008,-2032
206901,182568,-14448,5120,-2288
206941,182556,-14432,5104,-2336
206945,182551,-14416,5104,-2384
206925,182562,-14336,5072,-2368
206876,182527,-14320,5056,-2448
206798,182479,-14304,5056,-2496
206749,182456,-14336,5072,-2512
206762,182446,-14352,5168,-2448
206790,182438,-14384,5168,-2368
206796,182461,-14432,5184,-2384
206838,182477,-14448,5056,-2416
206874,182485,-14416,4992,-2352
206900,182501,-14368,4976,-2352
206928,182505,-14320,4880,-2320
206956,182497,-14304,4784,-2304
206953,182482,-14304,4816,-2272
206945,182476,-14400,4816,-2208
