-0.89949,0.3105,-0.16017,0.00016276,0.00022257,0.00068564,0.97892,0.95098
-0.90029,0.31061,-0.15437,0.00016727,0.00022142,0.00066322,0.97863,0.95115
-0.90116,0.31097,-0.14871,0.0001668,0.0002176,0.00053346,0.97942,0.95116
-0.90205,0.31094,-0.14353,0.00016636,0.00021683,0.00033933,0.97948,0.95144
-0.90227,0.31151,-0.14083,0.00016106,0.00020686,0.00026334,0.97891,0.95124
-0.90217,0.31277,-0.13852,0.000157,0.00018285,0.00020863,0.97792,0.95221
-0.90215,0.31293,-0.13803,0.00012552,0.00016892,0.00019137,0.97688,0.9539
-0.90257,0.31217,-0.13674,7.4358e-05,0.00014089,0.00015306,0.97429,0.95549
-0.90325,0.31074,-0.13613,4.2078e-05,0.00011734,0.00013159,0.97121,0.95953
-0.90369,0.30931,-0.1355,3.7051e-05,0.00011306,0.00012056,0.97019,0.95964
-0.90505,0.3062,-0.13491,4.4685e-05,0.00018625,9.0122e-05,0.97599,0.95748
-0.90608,0.30242,-0.13538,4.3229e-05,0.00017522,8.9114e-05,0.97509,0.95684
-0.90652,0.29994,-0.13802,4.329e-05,0.00019757,0.00011158,0.97555,0.95577
-0.90622,0.29954,-0.14087,4.6466e-05,0.00022392,0.00012629,0.97495,0.95669
-0.90598,0.2994,-0.14248,4.7209e-05,0.00022315,0.00012148,0.97531,0.9568
-0.90567,0.29995,-0.14288,4.742e-05,0.00022975,0.00011694,0.97356,0.95658
-0.90593,0.29919,-0.1437,4.5638e-05,0.00021663,0.00011493,0.97401,0.95695
-0.90599,0.29801,-0.14465,4.5454e-05,0.00020379,0.00011478,0.97378,0.95701
-0.90607,0.2982,-0.14398,4.448e-05,0.00020465,0.00012116,0.9737,0.95678
-0.90613,0.29799,-0.14383,4.4631e-05,0.00020123,0.00012338,0.97403,0.95648
-0.90618,0.29764,-0.14394,4.4566e-05,0.00019706,0.00012321,0.97361,0.95672
-0.90629,0.29753,-0.14381,4.4794e-05,0.00019193,0.00012044,0.97341,0.95701
-0.90568,0.2988,-0.1442,2.8016e-05,0.00012739,0.00010476,0.97006,0.95964
-0.90533,0.30009,-0.14428,2.1371e-05,9.8381e-05,9.8593e-05,0.96974,0.95985
-0.90498,0.30114,-0.14332,1.9258e-05,6.5412e-05,8.1033e-05,0.96975,0.95956
-0.9053,0.30065,-0.14227,1.643e-05,4.0574e-05,5.7733e-05,0.96955,0.95964
-0.9057,0.29973,-0.14184,1.6346e-05,4.0229e-05,5.0851e-05,0.96945,0.95981
-0.90601,0.29848,-0.14259,1.5783e-05,3.3962e-05,5.3462e-05,0.96948,0.95991
-0.90622,0.29783,-0.14289,1.5611e-05,3.3573e-05,6.0449e-05,0.96938,0.95997
-0.90598,0.29901,-0.14313,2.9907e-05,6.3263e-05,8.1693e-05,0.97009,0.9596
-0.90603,0.29925,-0.14212,3.4904e-05,9.3434e-05,0.00017054,0.97336,0.95659
-0.90587,0.29979,-0.14144,3.6525e-05,0.00010916,0.00018756,0.97351,0.9561
-0.90578,0.30052,-0.14028,3.7796e-05,0.00011795,0.00020357,0.97558,0.95526
-0.90583,0.30086,-0.13897,3.7614e-05,0.00011755,0.00023195,0.97553,0.95547
-0.90573,0.30149,-0.13772,3.5819e-05,0.00011462,0.00025908,0.97357,0.95643
-0.90552,0.30239,-0.13638,3.4789e-05,0.00011603,0.00027532,0.975,0.95551
-0.90551,0.30376,-0.13496,3.4978e-05,0.00011468,0.00027304,0.97509,0.95572
-0.90519,0.30527,-0.13351,3.5003e-05,0.00010988,0.00026273,0.97494,0.95562
-0.90479,0.30708,-0.13221,3.5372e-05,0.00010541,0.00025629,0.97505,0.95551
-0.90438,0.30862,-0.13098,3.5818e-05,9.4752e-05,0.00023262,0.97422,0.956
-0.90385,0.31046,-0.13012,3.5298e-05,8.0015e-05,0.00020241,0.97383,0.95668
-0.9038,0.31078,-0.12969,2.2432e-05,6.5244e-05,0.00016322,0.97005,0.95912
-0.90358,0.311,-0.13089,1.7983e-05,4.0256e-05,0.00010328,0.96949,0.95975
-0.90352,0.31121,-0.13109,1.6707e-05,3.3557e-05,9.3088e-05,0.96927,0.96008
-0.90339,0.31165,-0.13159,1.5705e-05,3.3366e-05,9.0012e-05,0.96903,0.96036
-0.90295,0.31219,-0.13332,1.526e-05,2.7155e-05,9.0834e-05,0.96914,0.96029
-0.90251,0.31257,-0.13529,1.347e-05,2.3408e-05,8.0716e-05,0.96904,0.96032
-0.90243,0.31265,-0.13647,1.3498e-05,2.2697e-05,6.7213e-05,0.97215,0.95758
-0.90226,0.31272,-0.13681,1.3045e-05,2.2052e-05,6.331e-05,0.96907,0.96028
-0.90216,0.31261,-0.13799,1.358e-05,2.2377e-05,6.2293e-05,0.96929,0.96025
-0.90199,0.31211,-0.13988,1.3239e-05,2.2126e-05,6.2216e-05,0.96906,0.96022
-0.90207,0.31151,-0.1408,1.2356e-05,2.1738e-05,5.6973e-05,0.96888,0.96052
-0.90223,0.31102,-0.14022,1.2421e-05,1.9367e-05,5.7177e-05,0.96881,0.96044
-0.90263,0.31072,-0.13928,1.1704e-05,1.7744e-05,5.4228e-05,0.96893,0.96059
-0.90263,0.31046,-0.14009,1.089e-05,1.7288e-05,5.8763e-05,0.97006,0.95865
-0.90268,0.30972,-0.1414,1.1244e-05,1.9369e-05,6.2558e-05,0.96819,0.96116
-0.90282,0.30873,-0.14226,1.1591e-05,1.947e-05,5.9045e-05,0.96827,0.96103
-0.90281,0.30902,-0.14193,1.2079e-05,2.2265e-05,5.6826e-05,0.96885,0.96031
-0.90279,0.30938,-0.14228,1.2406e-05,2.4001e-05,5.8048e-05,0.96858,0.9609
-0.90257,0.30931,-0.14374,1.2356e-05,2.3731e-05,6.7804e-05,0.9686,0.96099
-0.90221,0.30942,-0.14654,1.2561e-05,2.4717e-05,8.7124e-05,0.96869,0.96115
-0.90181,0.30963,-0.148,1.8193e-05,2.8171e-05,9.9309e-05,0.96886,0.96074
-0.901,0.31215,-0.14922,3.111e-05,0.00010599,0.00012601,0.97024,0.96039
-0.90069,0.31247,-0.15072,4.4287e-05,0.00013373,0.00015501,0.97081,0.95991
-0.90124,0.31064,-0.15157,5.0158e-05,0.00019341,0.00014361,0.97088,0.95999
-0.9013,0.30949,-0.15286,5.3311e-05,0.00020982,0.00012269,0.97092,0.95971
-0.90136,0.30948,-0.15297,5.6423e-05,0.00022534,0.00012595,0.97442,0.95768
-0.90137,0.30886,-0.15327,5.7558e-05,0.00023889,0.00012532,0.97121,0.95948
-0.90146,0.30879,-0.15327,5.8213e-05,0.00024013,0.00012572,0.97392,0.95751
-0.90178,0.30801,-0.15371,5.8535e-05,0.00023974,0.00011546,0.97425,0.95769
-0.90197,0.30685,-0.15385,5.872e-05,0.00024315,0.00011451,0.97433,0.95663
-0.90218,0.30588,-0.15433,5.8811e-05,0.00025117,0.00011674,0.97346,0.95751
-0.90276,0.30412,-0.15378,5.9122e-05,0.00026193,0.00010734,0.97244,0.9575
-0.90337,0.30257,-0.15336,5.2253e-05,0.00025885,0.00010306,0.97448,0.95707
-0.90455,0.29896,-0.15225,3.3966e-05,0.00012605,8.5759e-05,0.97412,0.95715
-0.90537,0.29716,-0.15133,1.9817e-05,9.2411e-05,6.1533e-05,0.97133,0.95869
-0.90535,0.29672,-0.1525,1.89e-05,8.7849e-05,5.9058e-05,0.97137,0.95842
-0.90553,0.29555,-0.15347,1.6436e-05,9.5209e-05,6.6359e-05,0.97078,0.95904
-0.90595,0.29351,-0.15404,1.3414e-05,6.9454e-05,6.2782e-05,0.97082,0.95942
-0.90651,0.29246,-0.15374,1.2646e-05,7.2744e-05,6.3921e-05,0.97082,0.95962
-0.90715,0.29047,-0.15384,1.4627e-05,7.8316e-05,6.1022e-05,0.97073,0.95981
-0.90776,0.28803,-0.15393,2.239e-05,8.2178e-05,6.3778e-05,0.97066,0.95959
-0.90866,0.28574,-0.15292,2.5003e-05,8.7715e-05,8.584e-05,0.97196,0.95822
-0.90976,0.28321,-0.1506,2.8333e-05,0.00010426,0.00011014,0.97124,0.95832
-0.9107,0.28106,-0.14788,3.1451e-05,0.00011841,0.00014955,0.97076,0.95857
-0.91191,0.27875,-0.14503,3.2623e-05,0.00011274,0.00019691,0.9707,0.95887
-0.91301,0.2763,-0.14298,3.1649e-05,8.9805e-05,0.00021488,0.97053,0.95862
-0.91375,0.27452,-0.14127,3.1567e-05,8.1574e-05,0.00021472,0.97047,0.9584
-0.91463,0.27284,-0.13869,3.1085e-05,7.9367e-05,0.00019093,0.97014,0.95858
-0.91581,0.27085,-0.13507,2.8733e-05,7.546e-05,0.0001565,0.97014,0.95859
-0.91682,0.26913,-0.13243,2.3844e-05,5.9884e-05,0.00012091,0.97007,0.95867
-0.91707,0.26873,-0.13158,2.5549e-05,5.6894e-05,0.00010137,0.97021,0.95824
-0.91663,0.26972,-0.13191,3.1976e-05,8.7605e-05,0.00012464,0.97026,0.95806
-0.9162,0.27056,-0.133,3.1257e-05,0.00010233,0.00016625,0.96816,0.96109
-0.91572,0.27132,-0.13433,3.4945e-05,0.00010784,0.00019433,0.96802,0.96117
-0.91528,0.27242,-0.13545,3.593e-05,0.00010798,0.0002032,0.9682,0.96119
-0.91461,0.27365,-0.13756,3.7768e-05,0.00010791,0.00021054,0.96813,0.9612
-0.91377,0.27498,-0.14066,3.7958e-05,0.00011041,0.00021574,0.96814,0.96121
-0.91296,0.27639,-0.14336,3.7588e-05,0.00011042,0.00022295,0.96823,0.96135
-0.91207,0.27782,-0.14558,3.7088e-05,0.0001063,0.00022225,0.9683,0.96133
-0.91118,0.27975,-0.1475,3.2962e-05,9.1183e-05,0.00019699,0.96826,0.96131
-0.91019,0.28121,-0.15024,2.6488e-05,6.3793e-05,0.00013409,0.97031,0.95882
-0.90929,0.28295,-0.15378,1.8505e-05,4.0618e-05,8.705e-05,0.97082,0.95864
-0.90874,0.28385,-0.15577,1.8367e-05,4.1364e-05,7.7978e-05,0.97222,0.95789
-0.90878,0.28347,-0.15573,1.7795e-05,3.8678e-05,6.7224e-05,0.97176,0.95753
-0.90898,0.28326,-0.15521,1.8445e-05,3.7514e-05,6.3409e-05,0.97255,0.95768
-0.90903,0.28299,-0.15601,1.8137e-05,3.9312e-05,6.6086e-05,0.97221,0.95769
